# This file contains the energy consumption and yields of your device "aroTHERM plus" with serial 21222500100211330001005519N3 exported at 2024-10-02 10:16:24.
# All values are given in Watt hours (Wh)
DateTime;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater;ConsumedElectricalEnergy:Heating;ConsumedElectricalEnergy:DomesticHotWater;HeatGenerated:Heating;HeatGenerated:DomesticHotWater;EarnedEnvironmentEnergy:Heating;EarnedEnvironmentEnergy:DomesticHotWater
2024-06-04 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9000;0;6000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-05 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9000;0;6000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-06 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3000;2000;9000;1000;6000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-07 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-08 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9000;0;6000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-09 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3000;2000;9000;1000;6000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-10 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1148.7;0;5446;0;4297.3;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-11 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3851.3;2000;10554;1000;6702.7;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-12 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3000;4000;10000;3000;7000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-13 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3000;4000;10000;3000;7000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-14 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9000;0;6000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-15 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3000;1000;10000;0;7000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-16 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2240.6;2000;5721.8;2000;3481.1;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-17 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2759.1;1000;9277.4;0;6518.3;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-18 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-19 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;5000;0;4000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-20 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-21 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;6000;0;4000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-22 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;4000;0;3000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-23 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;5000;0;3000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-24 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10000;0;7000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-25 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;5000;0;4000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-26 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;3000;0;2000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-27 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7463.9;0;5463.9;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-28 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;7535.7;0;4535.7;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-29 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;5000;0;4000;;;;;;;;;;;;;;;;;;;;;;;;
2024-06-30 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10000;0;7000;;;;;;;;;;;;;;;;;;;;;;;;
2024-07-01 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;;;;;;;
2024-07-02 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;6562;0;4562;;;;;;;;;;;;;;;;;;
2024-07-03 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9438;0;6438;;;;;;;;;;;;;;;;;;
2024-07-04 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9000;0;6000;;;;;;;;;;;;;;;;;;
2024-07-05 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;11000;0;8000;;;;;;;;;;;;;;;;;;
2024-07-06 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2914.3;1000;7743;0;4828.6;;;;;;;;;;;;;;;;;;
2024-07-07 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2085.7;1000;7257;1000;5171.4;;;;;;;;;;;;;;;;;;
2024-07-08 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9000;0;6000;;;;;;;;;;;;;;;;;;
2024-07-09 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;8928.2;0;6928.2;;;;;;;;;;;;;;;;;;
2024-07-10 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7071.8;0;5071.8;;;;;;;;;;;;;;;;;;
2024-07-11 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2604.4;0;7417.6;0;4813.2;;;;;;;;;;;;;;;;;;
2024-07-12 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1395.6;0;4582.4;0;3186.8;;;;;;;;;;;;;;;;;;
2024-07-13 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;6000;0;5000;;;;;;;;;;;;;;;;;;
2024-07-14 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;;;;;;;
2024-07-15 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2824.3;0;8648.5;0;5824.3;;;;;;;;;;;;;;;;;;
2024-07-16 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2175.4;0;6350.9;0;4175.4;;;;;;;;;;;;;;;;;;
2024-07-17 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;6000;0;4000;;;;;;;;;;;;;;;;;;
2024-07-18 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;9000;0;7000;;;;;;;;;;;;;;;;;;
2024-07-19 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;3000;0;2000;;;;;;;;;;;;;;;;;;
2024-07-20 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10000;0;7000;;;;;;;;;;;;;;;;;;
2024-07-21 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;5000;0;4000;;;;;;;;;;;;;;;;;;
2024-07-22 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;;;;;;;
2024-07-23 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;;;;;;;
2024-07-24 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;4000;0;3000;;;;;;;;;;;;;;;;;;
2024-07-25 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;7000;0;5000;;;;;;;;;;;;;;;;;;
2024-07-26 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
2024-07-27 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
2024-07-28 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
2024-07-29 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;6000;0;5000;;;;;;;;;;;;;;;;;;
2024-07-30 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;;;;;;;
2024-07-31 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1880.8;0;5641.4;0;3760.6;;;;;;;;;;;;;;;;;;
2024-08-01 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;337.7;0;2795.2;0;2457.5;;;;;;;;;;;;
2024-08-02 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2781.1;1000;9562.3;0;6781.1;;;;;;;;;;;;
2024-08-03 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;
2024-08-04 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;
2024-08-05 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;
2024-08-06 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;
2024-08-07 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;6765.1;0;4765.1;;;;;;;;;;;;
2024-08-08 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7234.4;0;5234.4;;;;;;;;;;;;
2024-08-09 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;
2024-08-10 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10000;0;7000;;;;;;;;;;;;
2024-08-11 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;6000;0;4000;;;;;;;;;;;;
2024-08-12 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;6000;0;5000;;;;;;;;;;;;
2024-08-13 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;
2024-08-14 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;;;;;;;
2024-08-15 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3000;1000;11000;0;8000;;;;;;;;;;;;
2024-08-16 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;5000;0;3000;;;;;;;;;;;;
2024-08-17 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;
2024-08-18 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;4000;0;3000;;;;;;;;;;;;
2024-08-19 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;5000;0;3000;;;;;;;;;;;;
2024-08-20 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;
2024-08-21 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;
2024-08-22 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;4000;0;3000;;;;;;;;;;;;
2024-08-23 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;8000;0;5000;;;;;;;;;;;;
2024-08-24 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;4000;0;3000;;;;;;;;;;;;
2024-08-25 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;6000;0;4000;;;;;;;;;;;;
2024-08-26 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;7000;0;5000;;;;;;;;;;;;
2024-08-27 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;0;2000;0;1000;;;;;;;;;;;;
2024-08-28 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;8000;0;6000;;;;;;;;;;;;
2024-08-29 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10000;0;7000;;;;;;;;;;;;
2024-08-30 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2344;1000;7031.6;0;4687.5;;;;;;;;;;;;
2024-08-31 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2655.7;0;9967.6;0;7311.9;;;;;;;;;;;;
2024-09-01 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;11000;0;8000;;;;;;
2024-09-02 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;8000;0;6000;;;;;;
2024-09-03 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;0;1000;0;0;0;;;;;;
2024-09-04 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;11000;0;8000;;;;;;
2024-09-05 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10000;0;7000;;;;;;
2024-09-06 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10419.9;0;7419.9;;;;;;
2024-09-07 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;6579.6;0;4579.6;;;;;;
2024-09-08 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2386.1;0;7158.4;0;4772.3;;;;;;
2024-09-09 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3337.9;0;12014.4;0;8676.4;;;;;;
2024-09-10 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;275.6;0;826.9;0;551.3;;;;;;
2024-09-11 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;7000;6000;22000;4000;15000;;;;;;
2024-09-12 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2738.6;3000;9477.1;10000;6738.5;7000;;;;;;
2024-09-13 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2261.1;3000;8522.6;9000;6261.5;6000;;;;;;
2024-09-14 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;4000;5000;10000;4000;6000;;;;;;
2024-09-15 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3000;1000;11000;0;8000;;;;;;
2024-09-16 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2000;0;7000;0;5000;;;;;;
2024-09-17 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1000;0;1000;0;;;;;;
2024-09-18 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;3967.3;1000;11934.6;0;7967.3;;;;;;
2024-09-19 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2032.4;0;7065.1;0;5032.7;;;;;;
2024-09-20 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;11000;0;8000;;;;;;
2024-09-21 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;10000;0;7000;;;;;;
2024-09-22 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;2000;1000;7000;0;5000;;;;;;
2024-09-23 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;0;9000;0;6000;;;;;;
2024-09-24 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;
2024-09-25 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;3000;5000;11000;3000;8000;;;;;;
2024-09-26 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;1000;10000;1000;7000;;;;;;
2024-09-27 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;3000;8009.6;9000;6009.6;6000;;;;;;
2024-09-28 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;4000;15337.4;12000;11337.4;8000;;;;;;
2024-09-29 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4000;4000;16652.5;13000;12652.5;9000;;;;;;
2024-09-30 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2000;3000;7023.4;10000;5023.4;7000;;;;;;
2024-10-01 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2361.9;1000;9338.5;3000;6976.6;2000
2024-10-02 00:00:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1638.1;1000;5638.1;3000;4000;2000
